"Customer_ID;""Order_ID"";""Product_Name"";""Category"";""Order_Date"";""Quantity"";""Price"";""Discount"";""Sales"";""Profit"";""Region"""
"CUST-0219;""ORD-000219"";""T-shirt"";""Clothing"";""2020-08-19"";7;134.68;0.0;942.76;188.55;""South"""
"CUST-0220;""ORD-000220"";""Fiction Book"";""Books"";""2020-03-02"";1;217.61;0.21;171.91;34.38;""North"""
"CUST-0221;""ORD-000221"";""Headphones"";""Electronics"";""2020-05-06"";1;150.67;0.05;143.14;28.63;""South"""
"CUST-0222;""ORD-000222"";""Eggs"";""Groceries"";""2020-04-25"";7;229.78;0.28;1158.09;231.62;""West"""
"CUST-0223;""ORD-000223"";""Rice"";""Groceries"";""2020-02-02"";9;75.17;0.26;500.63;100.13;""North"""
"CUST-0224;""ORD-000224"";""Wardrobe"";""Furniture"";""2020-06-22"";9;72.4;0.29;462.64;92.53;""North"""
"CUST-0225;""ORD-000225"";""Tablet"";""Electronics"";""2020-01-11"";8;340.01;0.16;2284.87;456.97;""West"""
"CUST-0226;""ORD-000226"";""Table"";""Furniture"";""2020-10-28"";8;179.62;0.08;1322.0;264.4;""North"""
"CUST-0227;""ORD-000227"";""Headphones"";""Electronics"";""2020-10-10"";10;385.37;0.27;2813.2;562.64;""North"""
"CUST-0228;""ORD-000228"";""Table"";""Furniture"";""2020-04-27"";2;59.44;0.01;117.69;23.54;""North"""
"CUST-0229;""ORD-000229"";""Chair"";""Furniture"";""2020-10-28"";7;225.09;0.16;1323.53;264.71;""North"""
"CUST-0230;""ORD-000230"";""Sofa"";""Furniture"";""2020-04-22"";4;409.74;0.22;1278.39;255.68;""East"""
"CUST-0231;""ORD-000231"";""Magazine"";""Books"";""2020-01-04"";4;157.86;0.04;606.18;121.24;""South"""
"CUST-0232;""ORD-000232"";""Eggs"";""Groceries"";""2020-02-06"";5;39.87;0.28;143.53;28.71;""South"""
"CUST-0233;""ORD-000233"";""Bread"";""Groceries"";""2020-12-28"";1;486.42;0.28;350.22;70.04;""West"""
"CUST-0234;""ORD-000234"";""Magazine"";""Books"";""2020-11-19"";7;210.05;0.09;1338.02;267.6;""South"""
"CUST-0235;""ORD-000235"";""Textbook"";""Books"";""2020-01-31"";4;426.18;0.09;1551.3;310.26;""South"""
"CUST-0236;""ORD-000236"";""Rice"";""Groceries"";""2020-04-27"";9;212.21;0.12;1680.7;336.14;""South"""
"CUST-0237;""ORD-000237"";""Milk"";""Groceries"";""2020-02-04"";5;109.63;0.19;444.0;88.8;""West"""
"CUST-0238;""ORD-000238"";""T-shirt"";""Clothing"";""2020-01-17"";9;365.05;0.06;3088.32;617.66;""East"""
"CUST-0239;""ORD-000239"";""Rice"";""Groceries"";""2020-06-18"";2;102.2;0.23;157.39;31.48;""South"""
"CUST-0240;""ORD-000240"";""Milk"";""Groceries"";""2020-02-06"";6;158.56;0.27;694.49;138.9;""South"""
"CUST-0241;""ORD-000241"";""Chair"";""Furniture"";""2020-09-20"";8;458.08;0.21;2895.07;579.01;""South"""
"CUST-0242;""ORD-000242"";""Milk"";""Groceries"";""2020-05-01"";9;167.59;0.08;1387.65;277.53;""West"""
"CUST-0243;""ORD-000243"";""Magazine"";""Books"";""2020-05-22"";5;138.17;0.15;587.22;117.44;""West"""
"CUST-0244;""ORD-000244"";""Rice"";""Groceries"";""2020-12-08"";8;383.2;0.1;2759.04;551.81;""South"""
"CUST-0245;""ORD-000245"";""Jacket"";""Clothing"";""2020-09-05"";7;32.4;0.26;167.83;33.57;""South"""
"CUST-0246;""ORD-000246"";""Tablet"";""Electronics"";""2020-04-19"";9;468.03;0.17;3496.18;699.24;""West"""
"CUST-0247;""ORD-000247"";""Jeans"";""Clothing"";""2020-10-03"";4;171.63;0.11;611.0;122.2;""South"""
"CUST-0248;""ORD-000248"";""Eggs"";""Groceries"";""2020-03-08"";5;384.05;0.15;1632.21;326.44;""West"""
"CUST-0249;""ORD-000249"";""Milk"";""Groceries"";""2020-10-19"";6;92.94;0.22;434.96;86.99;""West"""
"CUST-0250;""ORD-000250"";""Chair"";""Furniture"";""2020-10-22"";9;26.57;0.25;179.35;35.87;""North"""
"CUST-0251;""ORD-000251"";""Headphones"";""Electronics"";""2020-08-30"";3;422.85;0.07;1179.75;235.95;""South"""
"CUST-0252;""ORD-000252"";""Smartphone"";""Electronics"";""2020-05-04"";9;233.44;0.02;2058.94;411.79;""West"""
"CUST-0253;""ORD-000253"";""Rice"";""Groceries"";""2020-08-30"";1;270.78;0.12;238.29;47.66;""North"""
"CUST-0254;""ORD-000254"";""Magazine"";""Books"";""2020-07-27"";9;488.96;0.01;4356.63;871.33;""West"""
"CUST-0255;""ORD-000255"";""Chair"";""Furniture"";""2020-04-07"";2;266.95;0.07;496.53;99.31;""East"""
"CUST-0256;""ORD-000256"";""Jacket"";""Clothing"";""2020-02-18"";7;48.72;0.29;242.14;48.43;""West"""
"CUST-0257;""ORD-000257"";""Non-fiction Book"";""Books"";""2020-02-19"";4;156.99;0.25;470.97;94.19;""North"""
"CUST-0258;""ORD-000258"";""Laptop"";""Electronics"";""2020-12-03"";7;195.84;0.17;1137.83;227.57;""North"""
"CUST-0259;""ORD-000259"";""Smartphone"";""Electronics"";""2020-08-08"";2;254.93;0.13;443.58;88.72;""East"""
"CUST-0260;""ORD-000260"";""Fiction Book"";""Books"";""2020-06-30"";9;460.38;0.07;3853.38;770.68;""West"""
"CUST-0261;""ORD-000261"";""T-shirt"";""Clothing"";""2020-08-04"";2;345.37;0.08;635.48;127.1;""North"""
"CUST-0262;""ORD-000262"";""Sofa"";""Furniture"";""2020-07-29"";1;481.12;0.18;394.52;78.9;""West"""
"CUST-0263;""ORD-000263"";""Tablet"";""Electronics"";""2020-08-27"";3;286.34;0.17;712.99;142.6;""West"""
"CUST-0264;""ORD-000264"";""Magazine"";""Books"";""2020-01-28"";7;380.25;0.04;2555.28;511.06;""North"""
"CUST-0265;""ORD-000265"";""Magazine"";""Books"";""2020-12-10"";1;57.87;0.07;53.82;10.76;""North"""
"CUST-0266;""ORD-000266"";""Sweater"";""Clothing"";""2020-11-30"";6;24.52;0.08;135.35;27.07;""West"""
"CUST-0267;""ORD-000267"";""Milk"";""Groceries"";""2020-11-26"";6;280.99;0.11;1500.49;300.1;""South"""
"CUST-0268;""ORD-000268"";""Textbook"";""Books"";""2020-02-20"";2;388.36;0.09;706.82;141.36;""South"""
"CUST-0269;""ORD-000269"";""Laptop"";""Electronics"";""2020-02-01"";5;85.57;0.21;338.0;67.6;""South"""
"CUST-0270;""ORD-000270"";""Eggs"";""Groceries"";""2020-07-25"";6;62.21;0.0;373.26;74.65;""East"""
"CUST-0271;""ORD-000271"";""Eggs"";""Groceries"";""2020-06-22"";5;60.09;0.03;291.44;58.29;""West"""
"CUST-0272;""ORD-000272"";""Bread"";""Groceries"";""2020-02-25"";2;22.87;0.11;40.71;8.14;""North"""
"CUST-0273;""ORD-000273"";""Magazine"";""Books"";""2020-05-07"";7;16.05;0.12;98.87;19.77;""North"""
"CUST-0274;""ORD-000274"";""Non-fiction Book"";""Books"";""2020-04-08"";10;265.34;0.21;2096.19;419.24;""South"""
"CUST-0275;""ORD-000275"";""Sofa"";""Furniture"";""2020-04-07"";5;141.52;0.04;679.3;135.86;""South"""
"CUST-0276;""ORD-000276"";""Eggs"";""Groceries"";""2020-10-01"";7;156.88;0.23;845.58;169.12;""East"""
"CUST-0277;""ORD-000277"";""Jeans"";""Clothing"";""2020-08-17"";8;300.97;0.06;2263.29;452.66;""North"""
"CUST-0278;""ORD-000278"";""Sofa"";""Furniture"";""2020-03-12"";1;474.92;0.1;427.43;85.49;""West"""
"CUST-0279;""ORD-000279"";""Sweater"";""Clothing"";""2020-08-04"";6;221.0;0.25;994.5;198.9;""South"""
"CUST-0280;""ORD-000280"";""Jacket"";""Clothing"";""2020-04-03"";10;474.17;0.06;4457.2;891.44;""East"""
"CUST-0281;""ORD-000281"";""Wardrobe"";""Furniture"";""2020-05-22"";6;152.81;0.21;724.32;144.86;""West"""
"CUST-0282;""ORD-000282"";""Non-fiction Book"";""Books"";""2020-08-24"";6;194.27;0.24;885.87;177.17;""West"""
"CUST-0283;""ORD-000283"";""T-shirt"";""Clothing"";""2020-05-07"";10;107.9;0.3;755.3;151.06;""South"""
"CUST-0284;""ORD-000284"";""Fiction Book"";""Books"";""2020-02-08"";8;472.06;0.06;3549.89;709.98;""East"""
"CUST-0285;""ORD-000285"";""Headphones"";""Electronics"";""2020-08-14"";8;78.2;0.09;569.3;113.86;""East"""
"CUST-0286;""ORD-000286"";""Wardrobe"";""Furniture"";""2020-10-08"";7;46.24;0.3;226.58;45.32;""West"""
"CUST-0287;""ORD-000287"";""Textbook"";""Books"";""2020-02-20"";9;258.24;0.28;1673.4;334.68;""West"""
"CUST-0288;""ORD-000288"";""Fiction Book"";""Books"";""2020-01-26"";6;353.8;0.24;1613.33;322.67;""North"""
"CUST-0289;""ORD-000289"";""Smartphone"";""Electronics"";""2020-11-29"";6;91.51;0.18;450.23;90.05;""West"""
"CUST-0290;""ORD-000290"";""Sweater"";""Clothing"";""2020-10-03"";2;15.17;0.08;27.91;5.58;""South"""
"CUST-0291;""ORD-000291"";""Eggs"";""Groceries"";""2020-01-08"";7;236.9;0.2;1326.64;265.33;""South"""
"CUST-0292;""ORD-000292"";""T-shirt"";""Clothing"";""2020-02-17"";8;61.23;0.12;431.06;86.21;""North"""
"CUST-0293;""ORD-000293"";""Smartphone"";""Electronics"";""2020-05-01"";6;162.83;0.14;840.2;168.04;""South"""
"CUST-0294;""ORD-000294"";""Textbook"";""Books"";""2020-03-26"";6;243.32;0.13;1270.13;254.03;""West"""
"CUST-0295;""ORD-000295"";""T-shirt"";""Clothing"";""2020-07-27"";5;31.89;0.21;125.97;25.19;""North"""
"CUST-0296;""ORD-000296"";""T-shirt"";""Clothing"";""2020-09-05"";3;465.66;0.22;1089.64;217.93;""South"""
"CUST-0297;""ORD-000297"";""Non-fiction Book"";""Books"";""2020-09-03"";6;284.33;0.29;1211.25;242.25;""South"""
"CUST-0298;""ORD-000298"";""Milk"";""Groceries"";""2020-04-19"";3;323.83;0.13;845.2;169.04;""North"""
"CUST-0299;""ORD-000299"";""Non-fiction Book"";""Books"";""2020-07-24"";8;300.18;0.12;2113.27;422.65;""South"""
"CUST-0300;""ORD-000300"";""Sofa"";""Furniture"";""2020-01-31"";2;292.9;0.24;445.21;89.04;""South"""
"CUST-0301;""ORD-000301"";""Jacket"";""Clothing"";""2020-03-25"";4;234.2;0.08;861.86;172.37;""West"""
"CUST-0302;""ORD-000302"";""Magazine"";""Books"";""2020-07-13"";10;200.43;0.12;1763.78;352.76;""North"""
"CUST-0303;""ORD-000303"";""Jacket"";""Clothing"";""2020-01-02"";8;312.51;0.24;1900.06;380.01;""East"""
"CUST-0304;""ORD-000304"";""Fiction Book"";""Books"";""2020-07-18"";3;163.46;0.07;456.05;91.21;""North"""
"CUST-0305;""ORD-000305"";""Sofa"";""Furniture"";""2020-05-15"";3;260.3;0.13;679.38;135.88;""South"""
"CUST-0306;""ORD-000306"";""Textbook"";""Books"";""2020-08-20"";7;101.02;0.19;572.78;114.56;""South"""
"CUST-0307;""ORD-000307"";""Non-fiction Book"";""Books"";""2020-05-26"";8;151.53;0.06;1139.51;227.9;""West"""
"CUST-0308;""ORD-000308"";""Fiction Book"";""Books"";""2020-08-04"";6;476.4;0.15;2429.64;485.93;""South"""
"CUST-0309;""ORD-000309"";""Bread"";""Groceries"";""2020-12-22"";7;345.5;0.12;2128.28;425.66;""West"""
"CUST-0310;""ORD-000310"";""Milk"";""Groceries"";""2020-10-11"";2;287.04;0.24;436.3;87.26;""South"""
"CUST-0311;""ORD-000311"";""T-shirt"";""Clothing"";""2020-12-04"";5;120.17;0.09;546.77;109.35;""West"""
"CUST-0312;""ORD-000312"";""Textbook"";""Books"";""2020-09-06"";9;260.29;0.17;1944.37;388.87;""East"""
"CUST-0313;""ORD-000313"";""Magazine"";""Books"";""2020-03-20"";9;413.08;0.01;3680.54;736.11;""West"""
"CUST-0314;""ORD-000314"";""Non-fiction Book"";""Books"";""2020-04-07"";7;60.18;0.25;315.94;63.19;""South"""
"CUST-0315;""ORD-000315"";""T-shirt"";""Clothing"";""2020-05-31"";8;138.78;0.26;821.58;164.32;""North"""
"CUST-0316;""ORD-000316"";""Rice"";""Groceries"";""2020-04-21"";4;112.84;0.22;352.06;70.41;""East"""
"CUST-0317;""ORD-000317"";""Textbook"";""Books"";""2020-01-30"";3;311.91;0.24;711.15;142.23;""South"""
"CUST-0318;""ORD-000318"";""Tablet"";""Electronics"";""2020-10-23"";9;147.73;0.16;1116.84;223.37;""East"""
"CUST-0319;""ORD-000319"";""Jacket"";""Clothing"";""2020-10-04"";10;141.0;0.26;1043.4;208.68;""North"""
"CUST-0320;""ORD-000320"";""Wardrobe"";""Furniture"";""2020-02-01"";1;496.32;0.26;367.28;73.46;""South"""
"CUST-0321;""ORD-000321"";""Table"";""Furniture"";""2020-06-09"";3;358.58;0.25;806.81;161.36;""West"""
"CUST-0322;""ORD-000322"";""Milk"";""Groceries"";""2020-01-30"";10;319.88;0.19;2591.03;518.21;""West"""
"CUST-0323;""ORD-000323"";""Rice"";""Groceries"";""2020-01-26"";2;207.4;0.22;323.54;64.71;""East"""
"CUST-0324;""ORD-000324"";""Bread"";""Groceries"";""2020-10-26"";6;295.16;0.26;1310.51;262.1;""North"""
"CUST-0325;""ORD-000325"";""Eggs"";""Groceries"";""2020-09-01"";2;399.88;0.12;703.79;140.76;""West"""
"CUST-0326;""ORD-000326"";""Wardrobe"";""Furniture"";""2020-09-14"";5;168.2;0.09;765.31;153.06;""South"""
"CUST-0327;""ORD-000327"";""Textbook"";""Books"";""2020-09-28"";6;448.14;0.23;2070.41;414.08;""North"""
"CUST-0328;""ORD-000328"";""Headphones"";""Electronics"";""2020-03-21"";1;70.88;0.26;52.45;10.49;""West"""
"CUST-0329;""ORD-000329"";""Rice"";""Groceries"";""2020-01-30"";7;109.14;0.21;603.54;120.71;""South"""
"CUST-0330;""ORD-000330"";""Jeans"";""Clothing"";""2020-09-17"";5;55.74;0.11;248.04;49.61;""North"""
"CUST-0331;""ORD-000331"";""Jeans"";""Clothing"";""2020-02-11"";1;204.21;0.09;185.83;37.17;""South"""
"CUST-0332;""ORD-000332"";""Rice"";""Groceries"";""2020-04-05"";2;10.53;0.14;18.11;3.62;""South"""
"CUST-0333;""ORD-000333"";""Non-fiction Book"";""Books"";""2020-02-05"";9;343.19;0.0;3088.71;617.74;""East"""
"CUST-0334;""ORD-000334"";""Headphones"";""Electronics"";""2020-10-31"";3;244.07;0.07;680.96;136.19;""North"""
"CUST-0335;""ORD-000335"";""Laptop"";""Electronics"";""2020-02-04"";6;190.11;0.09;1038.0;207.6;""West"""
"CUST-0336;""ORD-000336"";""Table"";""Furniture"";""2020-12-11"";2;269.95;0.0;539.9;107.98;""South"""
"CUST-0337;""ORD-000337"";""Eggs"";""Groceries"";""2020-04-30"";4;317.76;0.05;1207.49;241.5;""West"""
"CUST-0338;""ORD-000338"";""Textbook"";""Books"";""2020-07-25"";4;52.48;0.03;203.62;40.72;""North"""
"CUST-0339;""ORD-000339"";""Textbook"";""Books"";""2020-03-02"";6;481.99;0.09;2631.67;526.33;""South"""
"CUST-0340;""ORD-000340"";""Sofa"";""Furniture"";""2020-10-18"";2;131.6;0.18;215.82;43.16;""East"""
"CUST-0341;""ORD-000341"";""Tablet"";""Electronics"";""2020-05-06"";4;263.7;0.15;896.58;179.32;""West"""
"CUST-0342;""ORD-000342"";""T-shirt"";""Clothing"";""2020-10-23"";4;252.49;0.03;979.66;195.93;""West"""
"CUST-0343;""ORD-000343"";""Fiction Book"";""Books"";""2020-10-31"";9;445.48;0.0;4009.32;801.86;""East"""
"CUST-0344;""ORD-000344"";""Jeans"";""Clothing"";""2020-01-21"";7;431.8;0.17;2508.76;501.75;""East"""
"CUST-0345;""ORD-000345"";""Non-fiction Book"";""Books"";""2020-11-13"";8;477.68;0.23;2942.51;588.5;""North"""
"CUST-0346;""ORD-000346"";""Fiction Book"";""Books"";""2020-02-11"";1;138.47;0.01;137.09;27.42;""North"""
"CUST-0347;""ORD-000347"";""Eggs"";""Groceries"";""2020-08-02"";9;385.88;0.13;3021.44;604.29;""West"""
"CUST-0348;""ORD-000348"";""Smartphone"";""Electronics"";""2020-12-02"";5;50.96;0.02;249.7;49.94;""South"""
"CUST-0349;""ORD-000349"";""Sofa"";""Furniture"";""2020-10-25"";7;297.35;0.23;1602.72;320.54;""North"""
"CUST-0350;""ORD-000350"";""Sweater"";""Clothing"";""2020-10-16"";4;38.37;0.03;148.88;29.78;""West"""
"CUST-0351;""ORD-000351"";""Headphones"";""Electronics"";""2020-09-24"";10;308.33;0.09;2805.8;561.16;""South"""
"CUST-0352;""ORD-000352"";""Laptop"";""Electronics"";""2020-06-10"";3;353.73;0.05;1008.13;201.63;""East"""
"CUST-0353;""ORD-000353"";""Magazine"";""Books"";""2020-05-13"";3;192.22;0.22;449.79;89.96;""East"""
"CUST-0354;""ORD-000354"";""Laptop"";""Electronics"";""2020-04-14"";6;405.48;0.08;2238.25;447.65;""North"""
"CUST-0355;""ORD-000355"";""T-shirt"";""Clothing"";""2020-12-08"";8;233.05;0.11;1659.32;331.86;""West"""
"CUST-0356;""ORD-000356"";""Non-fiction Book"";""Books"";""2020-06-09"";6;87.08;0.23;402.31;80.46;""North"""
"CUST-0357;""ORD-000357"";""Chair"";""Furniture"";""2020-05-02"";1;430.76;0.0;430.76;86.15;""North"""
"CUST-0358;""ORD-000358"";""Eggs"";""Groceries"";""2020-05-15"";7;460.91;0.05;3065.05;613.01;""North"""
"CUST-0359;""ORD-000359"";""Textbook"";""Books"";""2020-07-21"";4;167.68;0.12;590.23;118.05;""East"""
"CUST-0360;""ORD-000360"";""T-shirt"";""Clothing"";""2020-03-08"";10;192.68;0.15;1637.78;327.56;""North"""
"CUST-0361;""ORD-000361"";""Table"";""Furniture"";""2020-12-09"";9;490.89;0.29;3136.79;627.36;""North"""
"CUST-0362;""ORD-000362"";""Eggs"";""Groceries"";""2020-11-26"";5;170.38;0.17;707.08;141.42;""North"""
"CUST-0363;""ORD-000363"";""Jeans"";""Clothing"";""2020-06-02"";5;286.27;0.09;1302.53;260.51;""South"""
"CUST-0364;""ORD-000364"";""Eggs"";""Groceries"";""2020-08-22"";10;486.21;0.3;3403.47;680.69;""South"""
"CUST-0365;""ORD-000365"";""Non-fiction Book"";""Books"";""2020-06-10"";3;13.13;0.12;34.66;6.93;""South"""
"CUST-0366;""ORD-000366"";""Magazine"";""Books"";""2020-02-07"";1;475.99;0.0;475.99;95.2;""West"""
"CUST-0367;""ORD-000367"";""T-shirt"";""Clothing"";""2020-01-05"";4;269.61;0.07;1002.95;200.59;""West"""
"CUST-0368;""ORD-000368"";""Smartphone"";""Electronics"";""2020-08-22"";5;55.58;0.28;200.09;40.02;""West"""
"CUST-0369;""ORD-000369"";""Sweater"";""Clothing"";""2020-11-14"";2;294.58;0.15;500.79;100.16;""West"""
"CUST-0370;""ORD-000370"";""Laptop"";""Electronics"";""2020-10-15"";7;334.6;0.04;2248.51;449.7;""East"""
"CUST-0371;""ORD-000371"";""Jacket"";""Clothing"";""2020-02-21"";7;353.36;0.22;1929.35;385.87;""East"""
"CUST-0372;""ORD-000372"";""Eggs"";""Groceries"";""2020-02-07"";4;46.6;0.06;175.22;35.04;""North"""
"CUST-0373;""ORD-000373"";""Chair"";""Furniture"";""2020-10-02"";3;230.29;0.09;628.69;125.74;""North"""
"CUST-0374;""ORD-000374"";""Magazine"";""Books"";""2020-04-19"";4;231.44;0.14;796.15;159.23;""North"""
"CUST-0375;""ORD-000375"";""Smartphone"";""Electronics"";""2020-09-16"";5;414.93;0.21;1638.97;327.79;""North"""
"CUST-0376;""ORD-000376"";""Sofa"";""Furniture"";""2020-05-15"";3;54.69;0.07;152.59;30.52;""East"""
"CUST-0377;""ORD-000377"";""Rice"";""Groceries"";""2020-03-08"";5;137.48;0.3;481.18;96.24;""North"""
"CUST-0378;""ORD-000378"";""Bread"";""Groceries"";""2020-06-27"";9;376.56;0.07;3151.81;630.36;""West"""
"CUST-0379;""ORD-000379"";""Smartphone"";""Electronics"";""2020-02-05"";2;15.86;0.25;23.79;4.76;""South"""
"CUST-0380;""ORD-000380"";""Table"";""Furniture"";""2020-05-05"";7;192.4;0.19;1090.91;218.18;""North"""
"CUST-0381;""ORD-000381"";""Magazine"";""Books"";""2020-07-08"";2;20.68;0.02;40.53;8.11;""West"""
"CUST-0382;""ORD-000382"";""Chair"";""Furniture"";""2020-05-25"";6;70.04;0.28;302.57;60.51;""North"""
"CUST-0383;""ORD-000383"";""Wardrobe"";""Furniture"";""2020-03-21"";7;253.1;0.11;1576.81;315.36;""West"""
"CUST-0384;""ORD-000384"";""Sofa"";""Furniture"";""2020-08-12"";4;455.07;0.08;1674.66;334.93;""West"""
"CUST-0385;""ORD-000385"";""Chair"";""Furniture"";""2020-10-05"";10;313.4;0.07;2914.62;582.92;""East"""
"CUST-0386;""ORD-000386"";""Bread"";""Groceries"";""2020-12-26"";9;244.73;0.03;2136.49;427.3;""West"""
"CUST-0387;""ORD-000387"";""Wardrobe"";""Furniture"";""2020-06-03"";4;324.9;0.24;987.7;197.54;""South"""
"CUST-0388;""ORD-000388"";""Fiction Book"";""Books"";""2020-11-09"";7;393.14;0.11;2449.26;489.85;""West"""
"CUST-0389;""ORD-000389"";""Jacket"";""Clothing"";""2020-11-30"";7;142.51;0.01;987.59;197.52;""South"""
"CUST-0390;""ORD-000390"";""Tablet"";""Electronics"";""2020-09-27"";1;406.24;0.14;349.37;69.87;""East"""
"CUST-0391;""ORD-000391"";""Non-fiction Book"";""Books"";""2020-01-05"";3;59.07;0.2;141.77;28.35;""East"""
"CUST-0392;""ORD-000392"";""Fiction Book"";""Books"";""2020-12-07"";4;292.09;0.29;829.54;165.91;""West"""
"CUST-0393;""ORD-000393"";""Jeans"";""Clothing"";""2020-10-10"";3;125.91;0.1;339.96;67.99;""East"""
"CUST-0394;""ORD-000394"";""Fiction Book"";""Books"";""2020-06-02"";6;474.3;0.17;2362.01;472.4;""South"""
"CUST-0395;""ORD-000395"";""Eggs"";""Groceries"";""2020-12-05"";3;250.31;0.03;728.4;145.68;""South"""
"CUST-0396;""ORD-000396"";""Non-fiction Book"";""Books"";""2020-02-23"";1;267.96;0.0;267.96;53.59;""South"""
"CUST-0397;""ORD-000397"";""Sofa"";""Furniture"";""2020-03-09"";3;460.2;0.25;1035.45;207.09;""East"""
"CUST-0398;""ORD-000398"";""Laptop"";""Electronics"";""2020-05-15"";3;297.44;0.28;642.47;128.49;""North"""
"CUST-0399;""ORD-000399"";""Magazine"";""Books"";""2020-02-29"";2;193.06;0.28;278.01;55.6;""West"""
"CUST-0400;""ORD-000400"";""Fiction Book"";""Books"";""2020-02-24"";6;157.86;0.04;909.27;181.85;""South"""
"CUST-0401;""ORD-000401"";""Bread"";""Groceries"";""2020-10-10"";6;95.36;0.29;406.23;81.25;""East"""
"CUST-0402;""ORD-000402"";""Table"";""Furniture"";""2020-03-20"";7;160.34;0.21;886.68;177.34;""South"""
"CUST-0403;""ORD-000403"";""Chair"";""Furniture"";""2020-05-19"";10;201.88;0.3;1413.16;282.63;""North"""
"CUST-0404;""ORD-000404"";""Sofa"";""Furniture"";""2020-05-24"";10;118.24;0.17;981.39;196.28;""West"""
"CUST-0405;""ORD-000405"";""Sofa"";""Furniture"";""2020-11-05"";2;126.62;0.29;179.8;35.96;""South"""
"CUST-0406;""ORD-000406"";""Tablet"";""Electronics"";""2020-04-17"";8;15.58;0.06;117.16;23.43;""North"""
"CUST-0407;""ORD-000407"";""Jacket"";""Clothing"";""2020-06-24"";2;363.0;0.01;718.74;143.75;""West"""
"CUST-0408;""ORD-000408"";""Milk"";""Groceries"";""2020-04-14"";7;251.61;0.11;1567.53;313.51;""West"""
"CUST-0409;""ORD-000409"";""Headphones"";""Electronics"";""2020-12-17"";10;328.98;0.21;2598.94;519.79;""South"""
"CUST-0410;""ORD-000410"";""Rice"";""Groceries"";""2020-11-20"";1;154.51;0.1;139.06;27.81;""North"""
"CUST-0411;""ORD-000411"";""Tablet"";""Electronics"";""2020-05-15"";3;445.09;0.05;1268.51;253.7;""North"""
"CUST-0412;""ORD-000412"";""Fiction Book"";""Books"";""2020-09-15"";6;301.07;0.18;1481.26;296.25;""West"""
"CUST-0413;""ORD-000413"";""Headphones"";""Electronics"";""2020-09-07"";3;307.59;0.13;802.81;160.56;""North"""
"CUST-0414;""ORD-000414"";""Tablet"";""Electronics"";""2020-05-08"";4;487.46;0.12;1715.86;343.17;""East"""
"CUST-0415;""ORD-000415"";""Jacket"";""Clothing"";""2020-01-27"";4;57.0;0.12;200.64;40.13;""West"""
"CUST-0416;""ORD-000416"";""Chair"";""Furniture"";""2020-02-17"";6;11.87;0.03;69.08;13.82;""West"""
"CUST-0417;""ORD-000417"";""Chair"";""Furniture"";""2020-11-20"";1;111.41;0.19;90.24;18.05;""North"""
"CUST-0418;""ORD-000418"";""Rice"";""Groceries"";""2020-08-04"";5;394.59;0.14;1696.74;339.35;""East"""
"CUST-0419;""ORD-000419"";""Headphones"";""Electronics"";""2020-05-21"";3;191.8;0.11;512.11;102.42;""South"""
"CUST-0420;""ORD-000420"";""Rice"";""Groceries"";""2020-01-23"";5;225.47;0.08;1037.16;207.43;""East"""
"CUST-0421;""ORD-000421"";""Fiction Book"";""Books"";""2020-01-02"";3;378.6;0.2;908.64;181.73;""North"""
"CUST-0422;""ORD-000422"";""Sweater"";""Clothing"";""2020-06-19"";10;121.48;0.02;1190.5;238.1;""West"""
"CUST-0423;""ORD-000423"";""Textbook"";""Books"";""2020-03-07"";9;346.66;0.28;2246.36;449.27;""South"""
"CUST-0424;""ORD-000424"";""Eggs"";""Groceries"";""2020-11-22"";2;203.45;0.26;301.11;60.22;""North"""
"CUST-0425;""ORD-000425"";""Non-fiction Book"";""Books"";""2020-05-14"";2;475.13;0.13;826.73;165.35;""South"""
"CUST-0426;""ORD-000426"";""Table"";""Furniture"";""2020-03-23"";3;30.91;0.02;90.88;18.18;""West"""
"CUST-0427;""ORD-000427"";""Table"";""Furniture"";""2020-08-14"";10;136.36;0.27;995.43;199.09;""North"""
"CUST-0428;""ORD-000428"";""Headphones"";""Electronics"";""2020-10-09"";9;204.7;0.1;1658.07;331.61;""East"""
"CUST-0429;""ORD-000429"";""Textbook"";""Books"";""2020-12-27"";1;395.41;0.19;320.28;64.06;""West"""
"CUST-0430;""ORD-000430"";""Headphones"";""Electronics"";""2020-08-06"";3;82.62;0.18;203.25;40.65;""North"""
"CUST-0431;""ORD-000431"";""Laptop"";""Electronics"";""2020-10-14"";5;435.06;0.26;1609.72;321.94;""West"""
"CUST-0432;""ORD-000432"";""Sweater"";""Clothing"";""2020-01-05"";8;290.29;0.14;1997.2;399.44;""South"""
"CUST-0433;""ORD-000433"";""Sweater"";""Clothing"";""2020-02-27"";3;312.94;0.2;751.06;150.21;""West"""
"CUST-0434;""ORD-000434"";""Headphones"";""Electronics"";""2020-02-08"";6;348.35;0.01;2069.2;413.84;""West"""
"CUST-0435;""ORD-000435"";""Jacket"";""Clothing"";""2020-12-19"";1;175.55;0.24;133.42;26.68;""East"""
"CUST-0436;""ORD-000436"";""Sweater"";""Clothing"";""2020-03-17"";2;486.52;0.07;904.93;180.99;""East"""
"CUST-0437;""ORD-000437"";""Eggs"";""Groceries"";""2020-10-06"";5;367.11;0.18;1505.15;301.03;""North"""
"CUST-0438;""ORD-000438"";""Wardrobe"";""Furniture"";""2020-01-19"";4;457.58;0.12;1610.68;322.14;""West"""
